geo,host,facility_counts,hosts_facility_counts,total_pop,white_only_pct,white_only_non_hispanic_pct,hispanic_pct,black_only_pct,asian_only_pct,vacant_housing_pct,renter_pct,median_income,bachelors_pct,high_school_pct,graduate_pct,less_than_9th_pct,female_bachelors_pct,female_graduate_pct,female_high_school_pct,female_less_than_9th_pct,male_bachelors_pct,male_graduate_pct,male_high_school_pct,male_less_than_9th_pct,female_median_income,male_median_income,people_of_color_pct
06073017068,Non-Host,1,0,4778,44.3,41.8,10.4,2.6,38.4,3.2,49.3,145313,65.6,96.1,25.9,2.4,61.6,24,97,0.8,69.3,27.7,95.3,4,64914,119375,58.2
06073017069,Non-Host,0,0,2544,55,52.6,9.7,1.8,28.1,1,24.6,186625,82,99.4,30.1,0,80.8,28.9,99.5,0,83.3,31.3,99.3,0,79866,102466,47.4
06073017070,Non-Host,0,0,6376,40.3,38,8.6,1.4,44,1.7,36.1,195865,69.3,96.6,40.4,0.4,67.9,35.1,96.1,0.8,70.9,46.5,97.3,0,86862,158750,62
06073017071,Non-Host,0,0,5073,44.3,40.6,13.4,2.6,35.8,0.8,45.2,194196,71.8,96.2,28.2,1.5,69.2,25.3,97.2,1.5,74.7,31.5,95.1,1.4,75336,121827,59.4
06073017104,Non-Host,0,0,4014,78.2,75.1,14.1,0.3,3.9,2.3,24.1,136468,58.4,95.4,20.7,0.3,58,17.8,98.7,0.5,59,24.5,90.9,0,45924,119375,24.900000000000006
06073017106,Non-Host,0,0,5100,82.7,80.3,8.3,0.7,5.2,13.9,10.9,242625,74.3,98.7,32.6,0.4,67.4,22.6,99.1,0.3,82.8,44.6,98.3,0.4,72009,160500,19.700000000000003
06073017107,Non-Host,0,0,2858,78.2,75.6,9.2,0.9,7.2,1.9,12.6,199063,80.3,96.5,26.6,1.1,72.4,26.4,99,1,88.5,26.8,94,1.2,51536,151552,24.400000000000006
06073017108,Non-Host,0,0,4717,78.7,75.9,11.5,0.7,4.4,2,16.6,165893,67.8,96.8,31.6,0.7,67.1,31.5,95,1.4,68.6,31.7,98.8,0,81023,107619,24.099999999999994
06073017109,Non-Host,0,0,6845,76.2,73.4,10.3,0.9,8.1,2.9,24.1,237402,72.9,95.6,29,1,70.6,24,92.1,1.4,75.4,34.6,99.4,0.6,40730,180682,26.599999999999994
06073017111,Non-Host,0,0,4415,81.7,79,8.3,1,6.3,9.5,7.7,195667,65.3,99,32.1,0.8,59.5,25,99.7,0,70.4,38.3,98.5,1.5,85556,167439,21
06073017112,Non-Host,0,0,2602,75.7,72.6,11.7,0.8,8,4.6,8.1,201667,68.8,97.2,25.1,1.4,75.5,22.1,96.9,3.1,63.2,27.6,97.5,0,70682,135781,27.400000000000006
06073017113,Non-Host,0,0,5381,59.2,54.2,26.1,1.7,10.9,2,48.6,125595,56.8,94.1,24.1,4.9,52.7,23.4,97.1,2.9,61.9,24.9,90.4,7.5,54928,97313,45.8
06073017201,Non-Host,0,0,1905,84.1,82.9,7.1,0.7,4.3,30.1,54.2,193348,86.3,99.6,44.3,0,81.9,32.3,100,0,91.1,57,99.1,0,NA,176349,17.099999999999994
06073017202,Non-Host,0,0,2035,85.6,83.3,6.7,0.4,3.5,18.3,30.1,179018,82,99.6,51.7,0,83.5,42,99.3,0,80.5,61.7,100,0,86563,142250,16.700000000000003
06073017303,Non-Host,0,0,3033,84.2,82.2,6.9,0.5,4.1,8.6,33.8,119558,74.7,98.1,27,0,71.6,19.5,98.2,0,78.1,35.6,98,0,60754,94722,17.799999999999997
06073017305,Non-Host,0,0,3100,83.2,81.5,7.3,0.5,5.5,3.4,18,168889,70,98.9,26.4,0.3,69.6,23.5,98.3,0,70.3,29.1,99.4,0.6,65139,71016,18.5
06073017306,Non-Host,0,0,2855,83.5,81.8,6.9,0.7,5.5,7.2,13,224514,84.5,99.5,44.9,0,78.4,31.7,100,0,91.2,59,98.9,0,68807,141375,18.200000000000003
06073017307,Non-Host,0,0,2264,81.8,79.8,10.2,0.5,3.8,34.4,38.9,143417,74.8,98.7,27,1.3,73.8,23,98.8,1.2,75.9,31.5,98.5,1.5,58472,94167,20.200000000000003
06073017308,Non-Host,0,0,3178,61.3,56.8,34.4,0.7,3.7,9.1,65.9,113239,59.6,90.8,27.2,4,60.6,26.1,92.7,3.2,58.3,28.7,88.2,5.2,101167,74050,43.2
06073017403,Non-Host,0,0,4998,81.2,78.6,10.6,0.5,4.3,4.1,20.4,151518,65,96.7,25.6,2.1,61.2,24.6,96.7,2,69.5,26.7,96.8,2.1,66250,139911,21.400000000000006
06073017405,Non-Host,0,0,3604,73,68.8,19.7,0.6,3.6,3.6,30.3,138403,54.1,76,26.1,22.4,54.4,31.7,76.9,23.1,53.7,19.6,75,21.6,60729,NA,31.200000000000003
06073017406,Non-Host,0,0,3135,81.8,80,9.3,0.3,4.5,8.6,29.6,161331,67.7,97.5,28.8,1.2,64.9,28.4,97.1,1.4,70.1,29.2,97.7,1.1,85660,96458,20
06073017407,Non-Host,0,0,3080,84.9,82.9,7.6,0.3,3.2,10.8,41.8,192468,73.4,99.6,36.3,0.4,70.8,40.1,99.2,0.8,76.2,32.1,100,0,68860,119464,17.099999999999994
06073017408,Non-Host,0,0,2684,76.2,72.9,14.9,0.4,4.2,11.1,58,119028,75.6,96.7,27.1,1.9,72.5,19.1,97,0.7,79.3,36.6,96.4,3.3,61065,80671,27.099999999999994
06073017501,Non-Host,0,0,2755,82.2,79.7,11,0.8,2.8,13.4,50.5,145357,71.6,98.7,23.8,0.9,74.5,27.7,98.6,1.4,69.2,20.6,98.8,0.5,53063,115303,20.299999999999997
06073017502,Non-Host,0,0,3674,65.6,59.1,30.3,0.7,4.6,5.2,53,118611,56.8,93.3,23.9,3.8,53.6,27.3,94,3.5,60.5,19.9,92.4,4,53611,72097,40.9
06073017601,Non-Host,0,0,5511,82.8,80.8,9.1,0.5,4.4,6.2,31.8,171310,70.8,97.3,34.4,0.9,70.1,29.7,98.5,0.7,71.6,39.8,95.9,1.1,71250,146250,19.200000000000003
06073017603,Non-Host,0,0,2498,74.7,70.9,18.8,0.4,3,7.2,29.3,182361,73.4,97.6,29.7,0.7,70.9,28.5,98,0.5,75.7,30.7,97.1,0.9,62679,121324,29.099999999999994
06073017605,Non-Host,0,0,3692,74.3,62.8,22.7,0.8,7.8,12.3,41.9,135797,70.8,94.4,35.4,5,64.7,34.3,90.4,8.4,78.2,36.6,99.1,0.9,71176,120179,37.2
06073017606,Non-Host,0,0,3988,66.9,63,25.6,0.6,5,5.9,50.7,97412,67.3,97.4,19.5,0.3,66.2,21.3,96.5,0.7,68.4,17.6,98.4,0,73295,61838,37
06073017701,Non-Host,0,0,5379,76.2,73.1,16.8,0.5,2.6,13.4,53.3,124833,60.9,93,29.9,5,70.5,36.4,94.9,5.1,52.8,24.4,91.5,4.9,45817,58488,26.900000000000006
06073017702,Non-Host,0,0,2923,80.5,77.4,12.8,0.3,3,13,51.3,144559,62.1,97.4,21.1,2.6,61.7,22.4,96.3,3.7,62.5,20,98.3,1.7,65406,79063,22.599999999999994
06073017801,Non-Host,1,0,7000,72.7,69.3,17.4,1.9,4.8,5.9,41.4,115711,58.5,96.3,26.1,0.4,59.9,22.4,96.6,0.1,57.2,29.7,96,0.6,55938,80662,30.700000000000003
06073017808,Host,2,2,6166,77.2,75.3,8.4,0.6,8.6,4.4,14.1,158922,72.8,99.8,28.4,0,67.1,22.9,99.5,0,78.4,33.9,100,0,81375,139034,24.700000000000003
06073017809,Non-Host,0,0,2324,81.5,77.5,12.8,0.5,2.6,4.1,25.2,114500,57.1,99.4,18.7,0.3,60.6,20.2,100,0,53.7,17.3,98.8,0.6,49013,86875,22.5
06073017810,Non-Host,2,0,5067,80.1,77.1,11.8,0.7,4.4,7.4,27.4,145188,62.8,99.4,29,0,59.6,30.5,99,0,66.1,27.4,99.8,0,70985,114031,22.900000000000006
06073017811,Host,4,4,6806,73.1,69.9,10.7,0.9,11.8,6.1,40.8,167287,62.6,99,25.1,0.6,62.2,24.5,98.7,1.3,63,25.7,99.2,0,85852,115086,30.099999999999994
06073017813,Non-Host,0,0,4370,80.1,77.5,11.1,1.1,3.9,13.4,26.5,132299,58.1,98.7,21.5,0.7,55.3,19.9,97.8,1,61,23.2,99.6,0.4,58709,107904,22.5
06073017901,Non-Host,0,0,3767,66.8,58.9,30.3,1.2,3.6,9.9,79.7,72901,48.5,93.6,16.8,4.3,51.2,20.9,92.2,4.9,45.7,12.6,95.1,3.6,41188,62406,41.1
06073017902,Non-Host,0,0,2883,60,55,36.2,0.6,2.7,10.4,63.4,72863,35.7,91.8,13.4,8.2,34.3,13.6,100,0,37.3,13.1,82.2,17.8,35366,NA,45
06073018000,Non-Host,0,0,3089,79.9,76.9,12.2,0.7,3.3,23.4,75.9,96103,63,97.8,21.9,2,57.1,23.3,99,0.6,69.1,20.5,96.6,3.4,61603,73610,23.099999999999994
06073018101,Non-Host,2,0,3474,67.7,62.7,27.3,1,2.4,5.3,31.5,116215,40.4,92,17.6,2.1,45.6,23.7,90.5,3.2,36.4,12.8,93.2,1.2,39303,62279,37.3
06073018102,Non-Host,1,0,2544,74.1,69.5,18.8,1.7,2.2,15.7,68.7,87976,47,97,13.3,2.7,49.2,17.8,94,6,45.2,9.7,99.5,0,66330,35938,30.5
06073018201,Host,2,2,2942,52.6,46.1,43.2,1.9,2.7,9.4,74.2,75707,40.2,83.3,17.2,13.9,56.5,24,88.9,11.1,23.4,10.2,77.4,16.8,48295,57266,53.9
06073018202,Host,1,1,3122,47,39.7,52.6,2.2,1.5,9.3,78.2,82875,31.9,83.2,8.1,9,24,5.6,78.6,12.5,40,10.7,87.7,5.5,35383,60363,60.3
06073018301,Non-Host,0,0,1008,76.9,74.1,12.2,1.9,3.2,59.4,58,72230,60.7,99.6,22.8,0,55.1,22.6,99.2,0,65.9,23,100,0,53750,46756,25.900000000000006
06073018302,Non-Host,0,0,1335,73.5,68.2,20.1,2.6,3.3,34,78.2,67955,45.4,95.6,13.3,2.3,49.7,10.7,89.1,6.3,42.9,14.8,99.5,0,37083,68864,31.799999999999997
06073018400,Host,1,1,3561,57.3,52.5,30.4,2.9,7,16.1,76.4,80844,42.4,90.5,19.1,6.5,32.7,19.4,83.5,11,51.8,18.7,97.2,2.1,49196,51250,47.5
06073018504,Host,2,2,6797,68.4,64,21.8,2.2,4.4,4.2,39.3,82279,34.2,84.9,10,4.6,39.3,11.2,85.1,7,29.2,8.9,84.6,2.2,36301,44977,36
06073018509,Host,2,2,4974,37.3,29,57,5.7,3.4,3.8,69.9,61343,23.5,71.3,6.5,18.9,22.7,7.9,72.3,19.2,24.3,5.2,70.4,18.6,27415,37786,71
06073018510,Host,2,2,3419,41.1,34.3,48.5,4.7,6.6,3.8,45.1,56071,29.5,81.1,9.4,7.7,31.2,9.1,80,4.8,27.4,9.7,82.5,10.9,32333,47313,65.7
06073018511,Host,2,2,4959,45.8,40,43.2,4.2,4.9,3.6,59.1,75356,33,87.9,7.6,9.2,33.6,9.3,94.6,4.9,32.5,6.2,81.9,13,44114,42338,60
06073018512,Host,2,2,3647,70.2,65.7,20.1,4.5,5.4,7.5,39.1,54954,26.8,92,12.3,1.6,26.6,13.6,92.9,0.6,27.1,9.7,90.3,3.7,36675,66806,34.3
06073018515,Host,2,2,5064,68.3,63,20,4.2,6.9,4,45.4,116042,54.2,96.5,19.1,2.5,61.3,18.1,95.7,3,45.7,20.4,97.5,2,63244,70757,37
06073018516,Non-Host,1,0,3940,51,43.2,38.6,3.2,6.7,3,37.3,107440,35.1,86.3,11.7,7,32.5,12.1,81.6,9.7,37.3,11.3,90.2,4.8,39580,67619,56.8
06073018517,Non-Host,1,0,3996,60.1,54.1,30.1,3.7,5.8,6.2,52.8,90478,32.5,89.7,10,4.1,28.7,9.6,87.9,5.8,35.7,10.3,91.2,2.6,52452,60750,45.9
06073018518,Non-Host,0,0,3132,31.6,23,63.8,2.5,4.9,2.8,39.4,103317,13.8,74.2,4.5,15.9,14,4,74.1,14.7,13.7,5.1,74.2,17.3,40047,43611,77
06073018519,Non-Host,0,0,5575,31.2,22.2,64.3,3.2,5.1,2.1,45.7,79851,14.3,74.5,4.5,14.5,15.5,6.7,78,13.1,12.7,1.7,70,16.4,32105,53854,77.8
06073018520,Non-Host,0,0,5540,33.4,26.7,56.5,3.6,7.5,2.1,38.8,93087,22.9,78.2,9.2,17.5,25.9,10.3,75.6,17.8,19.7,7.9,81.1,17.2,32481,46762,73.3
06073018521,Non-Host,0,0,4888,45.3,40.6,27,5.9,17.8,7.9,22.2,110156,33.6,87.6,12.9,7.7,32.6,15.8,89.4,6.1,34.8,9.6,85.4,9.5,51574,60042,59.4
06073018522,Host,2,2,5371,51.9,46.4,27.8,5.4,10.5,4.7,37,124119,58.8,98.1,23.9,1.7,55.2,23.5,97,2.7,62.3,24.4,99.3,0.7,69311,84063,53.6
06073018523,Non-Host,1,0,5116,52.5,46.5,28.7,6.1,10.6,3.9,47.6,102065,41.2,91.4,12.5,5.1,38.8,9.5,89.8,6.4,44,15.8,93.3,3.5,51316,67754,53.5
06073018524,Non-Host,0,0,3642,52.5,46.6,27.8,6.5,12,6.6,50.6,89779,34.9,83.4,8,9.6,36.1,11.9,86.9,4.3,33.8,4.1,80,14.8,51250,46240,53.4
06073018525,Non-Host,0,0,4395,55.9,51.3,21.4,5.4,13.4,1.4,15.6,159688,41.1,98.6,11,0.2,39.9,10.5,97.2,0.5,42.3,11.5,100,0,32454,118988,48.7
06073018601,Host,2,2,4622,58,52.4,26.7,2.3,9.8,3.2,25.3,116842,38.6,91,17.2,3.5,41.5,20.5,91.6,3.7,35.8,14,90.4,3.3,48000,81000,47.6
06073018608,Non-Host,1,0,3103,50.9,45.1,29,6.9,10.3,2.6,23.5,127315,40,88.4,17.4,9.7,44.8,24.9,86.6,12.2,34.6,8.7,90.5,6.7,50451,63025,54.9
06073018609,Non-Host,0,0,6286,33.9,24.8,55.2,5.3,8.7,2,28.7,83807,17.5,72.6,4.8,20.3,19.9,6.9,70.2,22.7,14.8,2.4,75.5,17.6,34607,45508,75.2
06073018612,Non-Host,0,0,4098,51.2,43.5,37,4.9,8.2,2.8,22.7,143333,30.3,92.1,11.7,3.2,40.6,15.8,89.1,3.8,21.1,8,94.7,2.7,50815,76027,56.5
06073018613,Non-Host,1,0,4117,42.3,32.2,42.3,7.8,8.7,3.5,51.9,88450,20.5,87.8,6.2,8.4,21.6,3.9,86.2,9,19.5,8.5,89.6,7.7,35221,56550,67.8
06073018615,Host,1,1,2814,30.6,20.8,69.3,2.9,3.3,7.1,58.5,66580,20.2,58.3,8.2,38.6,22.1,11.9,60.2,36,18.3,4.6,56.4,41.1,48786,43553,79.2
06073018616,Host,2,2,3724,39.1,30.9,51.2,7.1,4.6,4.6,78.4,66733,30.9,64.8,8.9,25.1,43.3,8.9,74.4,19,17.7,8.8,54.6,31.7,34297,47003,69.1
06073018617,Non-Host,0,0,3561,39.4,33.3,42,5.1,10.4,2.7,18.8,130500,33.9,86,5.9,8,39.3,6.9,86.8,9.2,29.2,4.9,85.2,6.9,56438,67921,66.7
06073018618,Non-Host,0,0,3969,22.8,13,73.7,3.1,6.1,4.1,55.6,76573,15.3,69.2,8.3,22,17.2,11.4,69.5,24.1,13.4,5.1,68.9,19.8,30884,46663,87
06073018619,Non-Host,0,0,6194,60.3,55.7,20.4,3.2,12.7,4,16.3,173072,59.4,97,31.4,1.5,62.9,29,99.4,0.6,56.2,33.5,94.7,2.4,74654,105536,44.3
06073018620,Non-Host,0,0,2718,27,17.6,62.2,4.8,7.3,1.7,31.9,83333,15.9,62.9,5,16.8,20,8.5,67.5,18,12.2,2,58.9,15.7,39063,50484,82.4
06073018621,Host,2,2,1640,37.3,27.1,53,6.5,7.7,5.2,48,115250,14,83.2,1.8,9.1,17,1.5,77.4,12.5,11.5,2.1,87.8,6.5,42063,27473,72.9
06073018622,Non-Host,1,0,5130,45.7,37.2,40.3,5.8,9.6,5.3,41,75085,16.5,77.2,3,14.1,15.8,1.4,79.2,16.4,17.3,4.9,74.9,11.6,27214,60234,62.8
06073018700,Non-Host,2,0,37892,72.5,54,28.9,9,3.7,19.7,99,62998,27,99.1,7.4,0.1,33.1,8.4,98.1,0,22.6,6.7,99.8,0.2,30114,42700,46
06073018801,Non-Host,0,0,3808,70.2,65.6,25.3,0.7,2.9,3.5,11.9,101625,38.9,94.3,13.7,3.3,36,16.5,96.3,3.2,42.4,10.5,92,3.4,36264,64712,34.400000000000006
06073018803,Non-Host,0,0,5056,69.2,65,23.4,1.8,3.9,8,23.7,101161,45.3,91,15.1,3,46.8,16.6,94,3.3,43.6,13.2,87.4,2.7,56667,94515,35
06073018804,Non-Host,0,0,5536,78,74.2,15.2,0.8,3.9,5.4,9,126161,48.6,96.5,25.2,1.8,50.2,21.1,98,0.9,46.9,29.6,95,2.8,52202,87123,25.799999999999997
06073018805,Non-Host,0,0,3572,73.5,69.3,19.9,0.8,3.2,6.7,15.2,135717,57.3,93.3,20.4,5,63.1,24.4,95.5,4.5,50.8,15.9,90.8,5.7,54564,91531,30.700000000000003
06073018903,Non-Host,0,0,5161,48.6,40.1,52,1.3,2.1,3.7,39.4,73750,25.2,83,6.8,7.8,25.1,5.9,81,9.1,25.3,7.8,84.9,6.4,31458,47136,59.9
06073018904,Non-Host,0,0,6316,42.2,34,59.4,1.2,2.2,5.2,52.9,71307,18,73.4,4.7,18.2,22.7,7.8,70.6,18.1,13.5,1.6,76,18.2,37083,43913,66
06073018905,Non-Host,0,0,6764,37.3,28.3,64,2.5,1.8,3.5,55,78975,15.8,79.1,6.6,18.5,20.3,8.2,81.9,16.1,11.9,5.2,76.7,20.7,35225,50883,71.7
06073018906,Non-Host,0,0,6298,42,35.1,55.7,2.4,2.5,3.6,48.1,76410,27.7,76.5,9.3,18.3,26.8,10,80.5,14,28.5,8.6,72.8,22.2,35977,44566,64.9
06073019001,Non-Host,0,0,6395,70.8,66.8,24.6,0.8,3,6.3,14.1,128244,37.1,95.8,17.8,2.6,35.1,16.5,97.5,1.8,39.1,19.1,94.1,3.5,41250,60642,33.2
06073019002,Non-Host,0,0,3581,51.3,44.9,36.8,3.3,9.1,5.1,18.9,130987,48.2,91.7,16.2,4.9,45.8,18.7,91.6,4.8,50.6,13.7,91.7,5.1,66941,77183,55.1
06073019103,Non-Host,0,0,7046,62.9,58.3,30.8,0.7,3.6,5.4,20.7,115254,35.4,93.6,10.3,1.5,31.4,8.7,91.6,1.4,39.3,11.8,95.4,1.6,46719,85801,41.7
06073019105,Non-Host,0,0,6920,71.2,68.2,18,1.6,5.8,11.6,12.3,118636,43.6,94.9,20,3.3,38.9,15.8,94.4,2.8,47.9,23.9,95.3,3.9,45218,68411,31.799999999999997
06073019107,Non-Host,1,0,2470,56.8,51.8,29.2,0.8,1.6,5,12.4,159375,31.4,91.4,9.5,3.5,30.7,8.5,92.4,5.5,32.1,10.6,90.5,1.5,42462,87734,48.2
06073019108,Non-Host,1,0,3072,27.5,24,40.4,0.4,1.3,7.7,25.8,96621,27.3,84,8.4,8.4,33.4,13.1,88.4,6,20.5,3.3,79.2,11,37188,47453,76
06073019109,Non-Host,0,0,4793,54.5,48.4,35.7,2.2,5,4,20.4,122083,31,95,14.8,2.6,38.6,18.7,93.8,3.2,26,12.3,95.9,2.2,59875,54158,51.6
06073019110,Non-Host,1,0,5438,53.8,49.3,34.2,0.4,2,8.3,19.8,130402,36.8,87.7,11.6,10,41.3,13.8,80.9,16.8,32.2,9.4,94.7,3.2,45313,49234,50.7
06073019111,Non-Host,0,0,4417,48.3,45,35.7,1.7,4.8,5.3,18.7,125366,27.5,84.3,5.6,9.4,33.6,7.8,84.8,11.2,21.3,3.4,83.7,7.7,42857,77909,55
06073019203,Non-Host,0,0,2952,59.1,53.7,32.1,1.2,5,5.1,21,138000,40.8,93.4,11.3,2.1,38.5,6.2,91.6,3.5,43.2,16.7,95.1,0.7,51641,72778,46.3
06073019205,Non-Host,0,0,6472,36.6,28.5,59.8,2.7,5.1,4.4,47.9,62459,17.9,74.8,5.2,16.2,15.8,5.3,75,16.8,20.3,5.1,74.5,15.4,46355,38306,71.5
06073019206,Non-Host,0,0,5586,26.6,18.3,72.1,2.4,3.7,2.4,57.5,97939,12.6,70.5,2.8,19.6,16.1,2.9,70.9,18.5,9.9,2.8,70.1,20.4,42288,47856,81.7
06073019208,Non-Host,0,0,3564,68.4,64.6,25.5,0.8,3.7,5.9,19,132891,36.5,94.3,15.6,4.4,28.4,10.6,93,4.7,43.5,19.9,95.4,4.2,41089,59604,35.400000000000006
06073019209,Non-Host,0,0,3270,73.4,69.4,19.6,1.2,3.8,5.9,14.2,141136,41.5,94.4,14.7,4.8,36.8,19.2,91.2,7.2,45.8,10.7,97.3,2.7,51743,85313,30.599999999999994
06073019210,Non-Host,0,0,5882,33.8,25.4,62.8,2.7,5,3.4,62.2,74038,22.8,76.2,5,18.3,29.2,8.5,78.8,19.1,15.2,0.9,73.1,17.3,31907,53922,74.6
06073019301,Non-Host,0,0,6651,57.7,52.8,24.5,3.2,12.1,2.2,16.6,112750,47.9,96.3,21.9,2.1,44.5,16.9,94.7,2.7,51.3,27.2,97.9,1.5,36943,85459,47.2
06073019303,Non-Host,0,0,8025,53.9,47.6,34.3,3,7.5,2.6,32.7,124338,28.7,82.3,10.8,15,28.6,10,87.4,9.2,28.7,11.5,77.2,20.9,42527,72135,52.4
06073019304,Non-Host,0,0,3548,56.2,49.8,30.4,4.9,7.1,2.9,32.2,103207,38,89.8,12.2,3.8,40.9,9.5,96.4,2.1,34.8,15.1,82.6,5.6,47179,80375,50.2
06073019305,Non-Host,0,0,3983,59.3,52.4,29.3,4.4,7.1,3.1,52.9,76768,26.8,90.8,7.8,4.4,25.1,10.2,92.2,4.9,28.8,5.3,89.2,3.8,43170,65110,47.6
06073019403,Non-Host,0,0,6489,43.1,34.9,47.5,3.4,7.4,2.9,35.2,100227,29,85.9,10.4,10.9,33.1,14.7,86.3,11.3,24.9,6.1,85.5,10.5,51790,53333,65.1
06073019404,Non-Host,0,0,3697,24.9,13.9,79.3,1.1,2.7,1.5,33.7,79896,13.4,70.2,0.7,16.9,16.3,0.9,76.2,15.3,10.6,0.6,64.2,18.5,38684,53000,86.1
06073019405,Non-Host,0,0,3813,37.4,29.5,54.6,3.6,5.6,2.2,62,76382,24.6,86.8,7,4.3,29.7,9,87.6,5.1,19.1,4.7,86,3.5,42813,45343,70.5
06073019406,Non-Host,0,0,4959,47.1,39.2,46.5,2.2,5.6,2.1,35,83590,28,84.3,9.8,9.3,38,15.7,85.8,7.8,17.1,3.2,82.7,11,41570,47367,60.8
06073019501,Non-Host,0,0,3831,18.6,7.4,86,2,2.5,2.9,75.5,82750,4.1,58.5,0,28.1,5.9,0,60.8,29.6,2.8,0,56.8,26.9,33259,40926,92.6
06073019502,Non-Host,0,0,5492,22.6,11.3,83.9,1.6,1.6,3.2,80.4,60078,9.5,64.9,1.9,22.6,10.1,2,67.4,21.9,8.9,1.8,62.3,23.4,23340,39690,88.7
06073019503,Non-Host,0,0,5032,34,24.7,64.4,2.6,3.9,2.1,53.8,82123,21.1,75.9,4.5,17.7,25.9,5.4,73.8,17.5,16.4,3.7,77.9,17.9,33227,47011,75.3
06073019601,Non-Host,0,0,6622,50.7,44.4,43.2,2.3,3.5,2.9,42.5,112981,31.4,86.8,11.4,6.8,33.9,11,85.3,5.6,28.8,11.9,88.4,8.2,37140,67738,55.6
06073019602,Non-Host,0,0,5438,52.3,46,42.5,2.5,3.1,3.3,36.1,110625,27.4,74,8.7,19.4,28.9,11.8,69.9,21.2,26,5.7,77.9,17.7,37163,52816,54
06073019701,Non-Host,0,0,7022,53.2,45.9,36,5.1,7.3,4.5,58.2,90234,27.8,90.8,7.5,3,25.1,4,95.2,3.4,29.9,10.3,87.3,2.7,40192,70465,54.1
06073019702,Non-Host,0,0,5069,64.7,58,30.6,1.7,3.6,2.1,24.8,101607,30,86.5,8.5,9.8,35.5,9.1,86.1,11.9,24.5,8,86.8,7.7,32083,49572,42
06073019803,Non-Host,1,0,5937,66.8,61.9,20.7,1.7,8.2,5.3,53.3,107813,48.4,89.1,14.6,9.3,49.4,15.8,90.5,6.5,47.3,13.4,87.6,12.4,66057,68975,38.1
06073019804,Non-Host,0,0,4567,77.1,73,15.6,0.5,4.3,2.1,17.6,148618,52.7,97.5,22.7,1.7,50.9,21.1,98.6,1.4,54.4,24.4,96.4,2,72440,94250,27
06073019805,Non-Host,0,0,4138,52.9,45.9,42.2,2.8,4.7,3.7,46,87266,27.8,88.8,7.8,8.7,23.1,5.7,84.2,12.7,33.1,10.3,94,4.3,41094,53537,54.1
06073019808,Non-Host,4,0,4853,80.2,76.7,12.4,1.4,5.5,4.8,26.3,98521,51,98.4,25.3,0,52.7,27.4,96.8,0,49.2,23.1,100,0,65688,85139,23.299999999999997
06073019809,Non-Host,0,0,4096,75.9,72.4,15.5,1.1,5,2.3,12.5,132650,41.7,93.8,12.7,1.5,39.6,14,95.3,1.2,43.8,11.4,92.3,1.9,60938,91766,27.599999999999994
06073019810,Host,6,6,6412,64.5,59.9,19.5,2,10.7,1.3,24.3,116750,49.5,96,23.6,0,44.2,19.9,95.3,0,55.1,27.5,96.8,0,49125,65996,40.1
06073019811,Host,7,7,7330,63.6,59.1,18.2,1.6,13.5,4.7,31.4,125000,62.6,98,21,0.3,60.9,19.5,99,0,64.5,22.5,96.9,0.5,77407,94950,40.9
06073019902,Non-Host,3,0,4211,44.8,37.8,50.2,2.3,4.7,3.7,45.7,82206,27.5,82.1,14.4,13.8,30.9,14,85.6,10.5,24.7,14.7,79.1,16.5,45673,57880,62.2
06073019903,Non-Host,2,0,4718,57.1,50.8,37.5,2.2,3.9,4.2,35.9,105089,30.9,86.8,8.2,5.6,40.3,8.3,90.1,4,23.1,8.2,84.1,6.8,44519,74833,49.2
06073019904,Non-Host,2,0,6865,62.7,56.5,25.3,3.3,8.2,4.3,55.1,104458,44.8,94.5,18,4.7,42.9,20.4,91.2,7.4,47.4,14.9,99,1,57835,68110,43.5
06073019905,Host,2,2,4326,63.6,58.7,23.6,2.6,8.9,4.9,41.1,107944,47,91.6,13.9,4.7,48.2,17.7,88.9,6.4,45.8,10.2,94.3,2.9,49250,71103,41.3
06073020015,Non-Host,0,0,5171,75.7,72.7,11.1,0.9,7.7,5.4,26.7,185121,63.9,95.5,26.1,4,54.4,23.5,91.6,7.4,73.4,28.7,99.4,0.6,65395,128021,27.299999999999997
06073020017,Host,4,4,3187,45.6,38.3,47.1,3.5,6.3,7.3,61.1,62702,13.3,70.5,5.4,15.8,10.7,4.7,70.7,16.6,17.2,6.6,70.3,14.4,24038,54760,61.7
06073020019,Host,4,4,6728,62.6,59,28.9,1.1,7.1,5.5,18.6,74026,37.6,84.4,10.5,10.5,36.4,12.2,85.4,10.9,39.1,8.4,83.1,9.9,31921,42686,41
06073020021,Host,2,2,6034,27.9,20.8,58.9,1.9,13.7,2.6,52.3,83706,27.2,70,7.7,21.2,29.1,8.4,70.4,23.9,25.2,6.9,69.5,18.5,36164,51595,79.2
06073020023,Non-Host,1,0,4734,49.8,43.3,39.3,2.2,8.5,1.4,18.3,102574,30.9,85.6,8.5,8.2,34.4,8,87.3,9.1,26.7,9.2,83.6,7.1,47702,46892,56.7
06073020024,Non-Host,3,0,4129,55.9,50.2,36,1.7,6.3,3.2,27.5,85714,28,89,9.8,6.8,32.6,9.3,89.3,8.9,23.7,10.2,88.7,4.8,50789,59891,49.8
06073020025,Host,3,3,5021,52,44.1,35.5,3.5,9.6,4.5,48.3,86080,39.3,91.8,12.8,3.1,32,11.8,90.2,3.6,45.7,13.7,93.2,2.7,43227,78487,55.9
